Series Description,"Finance rate on consumer installment loans at commercial banks, new autos 48 month loan; not seasonally adjusted","Finance rate on consumer installment loans at commercial banks, new autos 60 month loan; not seasonally adjusted","Finance rate on personal loans at commercial banks, 24 month loan; not seasonally adjusted","Commercial bank interest rate on credit card plans, all accounts; not seasonally adjusted","Commercial bank interest rate on credit card plans, accounts assessed interest; not seasonally adjusted","New car average finance rate at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Weighted-average maturity of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Loan-to-value ratio of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average amount financed for new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average maturity of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average finance rate of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average amount financed for new car loans at finance companies, not seasonally adjusted","Percent change of total consumer credit, seasonally adjusted at an annual rate","Percent change of total revolving consumer credit, seasonally adjusted at an annual rate","Percent change of total nonrevolving consumer credit, seasonally adjusted at an annual rate","Total consumer credit owned and securitized, seasonally adjusted level","Revolving consumer credit owned and securitized, seasonally adjusted level","Nonrevolving consumer credit owned and securitized, seasonally adjusted level","Total consumer credit owned and securitized, not seasonally adjusted level","Total consumer loans owned by depository institutions, not seasonally adjusted level","Total consumer loans owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Total consumer loans owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Total consumer loans owned by finance companies, not seasonally adjusted level","Total consumer loans owned by credit unions, not seasonally adjusted level","Total consumer loans owned by federal government, not seasonally adjusted level","Total consumer loans owned by nonprofit and educational institutions, not seasonally adjusted level","Total consumer loans owned by nonfinancial business, not seasonally adjusted level","Securitized total consumer loans, not seasonally adjusted level","Revolving consumer credit owned and securitized, not seasonally adjusted level","Consumer revolving credit owned by depository institutions, not seasonally adjusted level","Consumer revolving credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Consumer revolving credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Consumer revolving credit owned by finance companies, not seasonally adjusted level","Consumer revolving credit owned by credit unions, not seasonally adjusted level","Consumer revolving credit owned by nonfinancial business, not seasonally adjusted level","Securitized consumer revolving credit, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized, not seasonally adjusted level","Nonrevolving consumer loans owned by depository institutions, not seasonally adjusted level","Nonrevolving consumer loans owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer loans owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer loans owned by finance companies, not seasonally adjusted level","Nonrevolving consumer loans owned by credit unions, not seasonally adjusted level","Nonrevolving consumer loans owned by federal government, not seasonally adjusted level","Nonrevolving consumer loans owned by nonprofit and educational institutions, not seasonally adjusted level","Nonrevolving consumer loans owned by nonfinancial business, not seasonally adjusted level","Securitized consumer nonrevolving credit, not seasonally adjusted level","Student loans owned and securitized, not seasonally adjusted level","Motor vehicle loans owned and securitized, not seasonally adjusted level","Total consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Total consumer loans owned by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer loans owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer loans owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer loans owned by finance companies, not seasonally adjusted flow, monthly rate","Total consumer loans owned by credit unions, not seasonally adjusted flow, monthly rate","Total consumer loans owned by federal government, not seasonally adjusted flow, monthly rate","Total consumer loans owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Total consumer loans owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Securitized total consumer loans, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Consumer revolving credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Consumer revolving credit owned by finance companies, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by credit unions, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Securitized consumer revolving credit, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer loans owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer loans owned by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by credit unions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by federal government, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Securitized consumer nonrevolving credit, not seasonally adjusted flow, monthly rate","Student loans owned and securitized, not seasonally adjusted flow, monthly rate","Motor vehicle loans owned and securitized, not seasonally adjusted flow, monthly rate"
2016-12,ND,ND,ND,ND,ND,,,,,66.5,4.94,29468.55,4.16,2.72,4.69,3644143.62,967960.66,2676182.96,3644143.62,1532089.03,,,548666.15,380280.92,1049293.03,41309.44,39706,52799.04,967960.66,845152.03,,,25521.48,53081,21657,22549.15,2676182.96,686937,,,523144.67,327199.92,1049293.03,41309.44,18049,30249.89,1407984.53,1075493.82,12603.63,2185.93,10417.7,29759.68,27244.82,,,-1981.18,-68.53,5097.31,-677.47,596.1,-451.38,26090.43,24421.77,,,197.77,1124,569.24,-222.35,3669.25,2823.06,,,-2178.95,-1192.53,5097.31,-677.47,26.86,-229.03,3137.11,3848.11
2017-01,ND,ND,ND,ND,ND,,,,,ND,ND,ND,5.29,3.39,5.98,3660220.27,970696.48,2689523.79,3654623.39,1510871.64,,,547140.91,384396.44,1077108.86,40720.05,39302.38,55083.1,946379.4,822357.62,,,25891.93,52528,21075.12,24526.73,2708243.98,688514.02,,,521248.98,331868.44,1077108.86,40720.05,18227.26,30556.37,ND,ND,16076.66,2735.82,13340.84,10479.77,-21217.39,,,-1525.24,4115.52,27815.83,-589.39,-403.62,2284.06,-21581.26,-22794.41,,,370.45,-553,-581.88,1977.58,32061.03,1577.02,,,-1895.7,4668.52,27815.83,-589.39,178.26,306.48,ND,ND
2017-02,4.52,4.21,10.05,12.54,13.86,,,,,ND,ND,ND,5.93,7.37,5.41,3678321.71,976661.64,2701660.06,3642072.43,1493325.59,,,542266.62,387730.24,1083136.18,40075.24,38783.84,56754.71,930882.67,806326.81,,,25249.19,52278,20592.19,26436.48,2711189.76,686998.78,,,517017.44,335452.24,1083136.18,40075.24,18191.65,30318.23,ND,ND,18101.43,5965.16,12136.27,-12550.96,-17546.05,,,-4874.28,3333.8,6027.32,-644.81,-518.54,1671.61,-15496.73,-16030.81,,,-642.75,-250,-482.93,1909.75,2945.78,-1515.23,,,-4231.54,3583.8,6027.32,-644.81,-35.61,-238.14,ND,ND
2017-03,ND,ND,ND,ND,ND,,,,,67.37,5.1,29133.85,4.56,4.91,4.44,3692305.53,980655.62,2711649.92,3640082.03,1487092.01,,,542553.32,386900.9,1087034.75,39417.46,38541.02,58542.57,928477.05,800498.01,,,26667.43,52429,20404.63,28477.99,2711604.98,686594,,,515885.9,334471.9,1087034.75,39417.46,18136.4,30064.59,1443344.18,1080543.14,13983.83,3993.97,9989.85,-1990.4,-6233.59,,,286.7,-829.34,3898.56,-657.78,-242.81,1787.86,-2405.62,-5828.8,,,1418.24,151,-187.56,2041.5,415.22,-404.79,,,-1131.54,-980.34,3898.56,-657.78,-55.25,-253.64,11786.55,1683.11
2017-04,ND,ND,ND,ND,ND,,,,,ND,ND,ND,4.51,2.49,5.24,3706180.33,982689.59,2723490.74,3657289.78,1493821.45,,,539156.97,398224.77,1089470.33,38996.35,38561.11,59058.81,933328.78,804941.02,,,26495.9,52412,20412.97,29066.88,2723961,688880.43,,,512661.07,345812.77,1089470.33,38996.35,18148.13,29991.93,ND,ND,13874.8,2033.98,11840.82,17207.75,6729.44,,,-3396.35,11323.87,2435.59,-421.11,20.08,516.23,4851.73,4443.01,,,-171.52,-17,8.35,588.89,12356.02,2286.43,,,-3224.83,11340.87,2435.59,-421.11,11.73,-72.66,ND,ND
2017-05,4.67,4.24,10.13,12.77,14,,,,,ND,ND,ND,5.37,7.91,4.45,3722754.79,989164.59,2733590.2,3680073.9,1508262.83,,,539834.16,401457.4,1094403.9,38515.28,38692.19,58908.14,946634.92,816372.17,,,26970.62,53153,20539.03,29600.11,2733438.98,691890.66,,,512863.54,348304.4,1094403.9,38515.28,18153.17,29308.03,ND,ND,16574.46,6475,10099.46,22784.12,14441.38,,,677.19,3232.63,4933.57,-481.07,131.09,-150.67,13306.14,11431.15,,,474.71,741,126.05,533.23,9477.98,3010.24,,,202.47,2491.63,4933.57,-481.07,5.04,-683.9,ND,ND
2017-06,ND,ND,ND,ND,ND,,,,,66.53,5.61,28569.47,4.98,4.6,5.11,3738199.88,992958.23,2745241.65,3695639.42,1514311.04,,,543316.88,404273.33,1098280.78,38059.57,38711.88,58685.93,953269.64,822558.02,,,26754.95,53347,20550.33,30059.34,2742369.78,691753.02,,,516561.92,350926.33,1098280.78,38059.57,18161.56,28626.59,1448355.1,1094057.65,15445.09,3793.64,11651.45,15565.52,6048.21,,,3482.72,2815.93,3876.88,-455.7,19.69,-222.21,6634.73,6185.85,,,-215.66,194,11.3,459.24,8930.79,-137.64,,,3698.38,2621.93,3876.88,-455.7,8.39,-681.44,1670.31,4504.84
2017-07,ND,ND,ND,ND,ND,,,,,ND,ND,ND,4.55,2.69,5.23,3752382.12,995186.36,2757195.76,3709629.74,1519834.17,,,542503.67,411712.19,1101874.57,37309.94,38677.67,57717.52,955471.56,824938.83,,,26534.67,54079,20502.07,29416.99,2754158.19,694895.35,,,515969,357633.19,1101874.57,37309.94,18175.6,28300.54,ND,ND,14182.24,2228.13,11954.11,13990.33,5523.13,,,-813.21,7438.86,3593.79,-749.63,-34.21,-968.41,2201.91,2380.81,,,-220.29,732,-48.25,-642.35,11788.41,3142.33,,,-592.93,6706.86,3593.79,-749.63,14.04,-326.05,ND,ND
2017-08,4.42,4.36,9.76,13.08,14.89,,,,,ND,ND,ND,3.02,4.44,2.51,3761822.28,998867.12,2762955.16,3741916.03,1534848.89,,,541325.3,412514.96,1121677.66,36528.75,38917.22,56103.25,965864.16,835194.01,,,26296.87,55067,20588.44,28717.84,2776051.87,699654.88,,,515028.44,357447.96,1121677.66,36528.75,18328.78,27385.41,ND,ND,9440.16,3680.76,5759.4,32286.28,15014.71,,,-1178.36,802.77,19803.08,-781.19,239.55,-1614.27,10392.61,10255.18,,,-237.8,988,86.37,-699.14,21893.68,4759.53,,,-940.56,-185.23,19803.08,-781.19,153.18,-915.13,ND,ND
2017-09,ND,ND,ND,ND,ND,,,,,67.36,5.44,29153.73,2.67,6.13,1.42,3770205.52,1003972.97,2766232.55,3753468.69,1541416.98,,,540748.59,408893.52,1133576.9,35777.68,38857.55,54197.47,967492.82,837702.96,,,26054.88,55569,20460.93,27705.05,2785975.87,703714.02,,,514693.71,353324.52,1133576.9,35777.68,18396.62,26492.42,1480577.76,1105216.05,8383.24,5105.86,3277.38,11552.66,6568.09,,,-576.71,-3621.44,11899.24,-751.07,-59.67,-1905.79,1628.66,2508.95,,,-241.98,502,-127.51,-1012.8,9924,4059.14,,,-334.73,-4123.44,11899.24,-751.07,67.84,-892.99,10740.89,3719.47
2017-10,ND,ND,ND,ND,ND,,,,,ND,ND,ND,5.65,6.09,5.49,3787966.14,1009072.06,2778894.09,3769685.29,1562128.9,,,540399.41,414586.98,1138184.13,35586.28,38816.19,39983.4,972738.82,856596.8,,,26243.61,55605,20428.16,13865.25,2796946.47,705532.1,,,514155.8,358981.98,1138184.13,35586.28,18388.03,26118.15,ND,ND,17760.62,5099.08,12661.54,16216.6,20711.92,,,-349.18,5693.46,4607.23,-191.4,-41.36,-14214.07,5246,18893.84,,,188.73,36,-32.76,-13839.8,10970.6,1818.08,,,-537.91,5657.46,4607.23,-191.4,-8.6,-374.27,ND,ND
2017-11,4.81,4.51,10.57,13.16,14.99,,,,,ND,ND,ND,9.48,13.84,7.89,3817875.41,1020706.76,2797168.65,3801604.21,1588261.92,,,541198.92,418712.93,1140797.09,35414.73,38250.96,38967.65,997372.21,880633.56,,,26414.58,56717,19900.24,13706.84,2804231.99,707628.36,,,514784.34,361995.93,1140797.09,35414.73,18350.73,25260.81,ND,ND,29909.27,11634.71,18274.56,31918.91,26133.02,,,799.51,4125.94,2612.96,-171.55,-565.22,-1015.75,24633.39,24036.76,,,170.97,1112,-527.92,-158.41,7285.52,2096.26,,,628.54,3013.94,2612.96,-171.55,-37.3,-857.34,ND,ND
2017-12,ND,ND,ND,ND,ND,,,,,67.35,5.29,30294.94,3.26,1.68,3.84,3828250.27,1022134.8,2806115.47,3828250.27,1611911.06,,,540970.43,418380.11,1145579.33,35149.95,38619,37640.38,1022134.8,903462.05,,,26588.7,58395,20287,13402.06,2806115.47,708449.01,,,514381.74,359985.11,1145579.33,35149.95,18332,24238.33,1489969.14,1112694.86,10374.86,1428.04,8946.82,26646.07,23649.14,,,-228.49,-332.81,4782.24,-264.78,368.04,-1327.26,24762.59,22828.49,,,174.12,1678,386.76,-304.78,1883.48,820.65,,,-402.61,-2010.81,4782.24,-264.78,-18.73,-1022.49,3130.46,2492.94
2018-01,ND,ND,ND,ND,ND,,,,,ND,ND,ND,3.74,2.25,4.28,3840176.17,1024054.87,2816121.3,3834489.04,1593567.03,,,538213.22,420236.12,1172668.44,34634.5,38271.8,36897.93,999433.31,882693.72,,,25900.63,58050,19783.33,13005.63,2835055.74,710873.32,,,512312.59,362186.12,1172668.44,34634.5,18488.47,23892.3,ND,ND,11925.9,1920.07,10005.83,6238.77,-18344.03,,,-2757.21,1856.01,27089.11,-515.45,-347.2,-742.46,-22701.49,-20768.33,,,-688.07,-345,-503.67,-396.43,28940.26,2424.3,,,-2069.14,2201.01,27089.11,-515.45,156.47,-346.03,ND,ND
2018-02,4.74,4.75,10.22,13.63,15.32,,,,,ND,ND,ND,3.7,0.77,4.76,3852003.88,1024708.23,2827295.65,3815535.94,1573750.64,,,535006.86,419565.92,1178839.9,34380.36,37800.64,36191.62,978492.58,863460.17,,,25221.48,57236,19370.01,13204.93,2837043.35,710290.47,,,509785.38,362329.92,1178839.9,34380.36,18430.63,22986.7,ND,ND,11827.71,653.36,11174.35,-18953.11,-19816.39,,,-3206.36,-670.21,6171.46,-254.14,-471.16,-706.3,-20940.72,-19233.55,,,-679.15,-814,-413.32,199.3,1987.62,-582.85,,,-2527.21,143.79,6171.46,-254.14,-57.84,-905.6,ND,ND
2018-03,ND,ND,ND,ND,ND,,,,,66.46,5.24,30471.66,3.2,-0.91,4.69,3862271.47,1023932.68,2838338.79,3809541.8,1568966.94,,,529855.63,422169.96,1181632.87,34242.22,37581.68,35092.5,971313.47,857437.96,,,24552.22,56929,19232.45,13161.83,2838228.34,711528.98,,,505303.41,365240.96,1181632.87,34242.22,18349.23,21930.67,1524445.41,1116561.54,10267.58,-775.56,11043.14,-5994.13,-4783.7,,,-5151.23,2604.04,2792.97,-138.13,-218.96,-1099.13,-7179.12,-6022.2,,,-669.26,-307,-137.56,-43.09,1184.99,1238.51,,,-4481.97,2911.04,2792.97,-138.13,-81.39,-1056.03,11492.09,1288.89
2018-04,ND,ND,ND,ND,ND,,,,,ND,ND,ND,3.29,0.87,4.16,3864949.99,1016775.15,2848174.84,3815406.62,1579362.09,,,531341.04,427188.33,1183754.26,33985.5,37606.06,22169.34,966695.21,865451.17,,,24404.44,57058,19268.97,512.63,2848711.41,713910.91,,,506936.6,370130.33,1183754.26,33985.5,18337.09,21656.71,ND,ND,10575.53,739.47,9836.05,13761.82,10395.14,,,1485.41,5018.37,2121.39,-256.72,24.37,-5026.16,3278.74,8013.21,,,-147.78,129,36.52,-4752.2,10483.07,2381.93,,,1633.19,4889.37,2121.39,-256.72,-12.14,-273.95,ND,ND
2018-05,5.05,4.99,10.31,14.14,15.54,,,,,ND,ND,ND,6.66,9.86,5.52,3886398.36,1025130.91,2861267.45,3843414.46,1595384.52,,,532792.33,434463.98,1188002.66,33672.07,37751.75,21347.16,982081.86,879591.27,,,24280.87,58264,19432.78,512.95,2861332.6,715793.25,,,508511.46,376199.98,1188002.66,33672.07,18318.97,20834.2,ND,ND,21448.37,8355.76,13092.61,28007.84,16022.43,,,1451.28,7275.65,4248.41,-313.43,145.69,-822.19,15386.66,14140.09,,,-123.58,1206,163.82,0.32,12621.19,1882.34,,,1574.86,6069.65,4248.41,-313.43,-18.12,-822.51,ND,ND
2018-06,ND,ND,ND,ND,ND,,,,,66.49,6.16,29805.2,2.73,-1.14,4.11,3895227.04,1024156.53,2871070.51,3852207.43,1599882.03,,,530888.06,438272.07,1191632.27,33333.35,37788.55,20411.1,984191.78,881456.02,,,24128.69,58796,19486.62,324.44,2868015.65,718426,,,506759.38,379476.07,1191632.27,33333.35,18301.93,20086.66,1528846.91,1128566.34,8828.68,-974.38,9803.06,8792.96,4497.51,,,-1904.26,3808.09,3629.61,-338.72,36.8,-936.06,2109.91,1864.76,,,-152.18,532,53.84,-188.51,6683.05,2632.75,,,-1752.08,3276.09,3629.61,-338.72,-17.04,-747.55,1467.17,4001.6
2018-07,ND,ND,ND,ND,ND,,,,,ND,ND,ND,5.38,2.7,6.34,3920294.63,1034058.42,2886236.22,3876969.58,1612067.27,,,532471.22,447553.66,1194303.08,32951.93,37765.67,19856.76,993743.28,890780.47,,,23921.26,59498,19472.43,71.12,2883226.3,721286.8,,,508549.96,388055.66,1194303.08,32951.93,18293.25,19785.64,ND,ND,17467.59,2301.89,15165.71,17162.15,4585.24,,,1583.15,9281.58,2670.81,-381.42,-22.87,-554.34,1951.5,1724.45,,,-207.43,702,-14.19,-253.33,15210.65,2860.79,,,1790.58,8579.58,2670.81,-381.42,-8.68,-301.01,ND,ND
2018-08,5.05,4.96,10.08,14.38,16.46,,,,,ND,ND,ND,6.56,5.77,6.85,3941733.06,1039029.18,2902703.88,3921700.34,1627694.27,,,534260.06,455973.26,1213513.77,32576.37,38020.16,19662.45,1005715.41,902572.48,,,23704.03,59772,19597.68,69.22,2915984.92,725121.79,,,510556.04,396201.26,1213513.77,32576.37,18422.47,19593.23,ND,ND,21438.42,4970.76,16467.67,44730.76,15627,,,1788.85,8419.6,19210.69,-375.56,254.48,-194.31,11972.14,11792.01,,,-217.23,274,125.25,-1.89,32758.62,3835,,,2006.08,8145.6,19210.69,-375.56,129.23,-192.41,ND,ND
2018-09,ND,ND,ND,ND,ND,,,,,65.59,6.43,29921.27,4.35,1.68,5.31,3956036.79,1040481.75,2915555.05,3939145.27,1630851.97,,,532270.52,461998.86,1224370.52,32204.23,37981.8,19467.37,1003713.78,900422,,,23485.85,60222,19516.54,67.39,2935431.48,730429.97,,,508784.67,401776.86,1224370.52,32204.23,18465.26,19399.98,1558713.24,1144323.64,14303.74,1452.57,12851.17,17444.93,3157.7,,,-1989.55,6025.6,10856.76,-372.15,-38.36,-195.08,-2001.63,-2150.48,,,-218.18,450,-81.14,-1.83,19446.56,5308.18,,,-1771.37,5575.6,10856.76,-372.15,42.78,-193.25,9955.44,5252.43
2018-10,ND,ND,ND,ND,ND,,,,,ND,ND,ND,6.04,10.05,4.61,3975943.48,1049193.85,2926749.63,3957932.56,1642009.85,,,533353.45,466653.49,1227016.62,31871.29,37962.7,19065.15,1012677.64,908945.58,,,23597.53,60543,19526.04,65.5,2945254.92,733064.27,,,509755.92,406110.49,1227016.62,31871.29,18436.66,18999.65,ND,ND,19906.68,8712.1,11194.58,18787.29,11157.88,,,1082.93,4654.64,2646.1,-332.94,-19.1,-402.22,8963.86,8523.58,,,111.68,321,9.49,-1.89,9823.43,2634.3,,,971.25,4333.64,2646.1,-332.94,-28.59,-400.32,ND,ND
2018-11,5.29,5.36,10.65,14.73,16.86,,,,,ND,ND,ND,6.58,8.01,6.07,3997751.7,1056201.47,2941550.23,3982229.96,1660993.53,,,533161.14,468135.26,1231348.33,31673.86,38247.94,18669.91,1033281.87,928350.08,,,23650.62,61345,19872.5,63.67,2948948.09,732643.44,,,509510.51,406790.26,1231348.33,31673.86,18375.44,18606.24,ND,ND,21808.23,7007.62,14800.61,24297.41,18983.67,,,-192.31,1481.77,4331.7,-197.42,285.24,-395.24,20604.23,19404.5,,,53.1,802,346.46,-1.83,3693.18,-420.83,,,-245.41,679.77,4331.7,-197.42,-61.22,-393.41,ND,ND
2018-12,ND,ND,ND,ND,ND,,,,,66.49,6.7,30493.73,3.59,-3.09,5.99,4009717.68,1053479.02,2956238.65,4009717.68,1681983.04,,,533976.84,469219.74,1236272.45,31382.73,38618.01,18264.86,1053479.02,946838.05,,,23708.48,62586,20285.62,60.88,2956238.65,735145,,,510268.36,406633.74,1236272.45,31382.73,18332.39,18203.98,1568850.18,1152739.39,11965.97,-2722.45,14688.42,27487.71,20989.52,,,815.71,1084.48,4924.12,-291.13,370.07,-405.05,20197.16,18487.96,,,57.86,1241,413.12,-2.79,7290.56,2501.55,,,757.85,-156.52,4924.12,-291.13,-43.05,-402.26,3378.98,2805.25
2019-01,ND,ND,ND,ND,ND,,,,,ND,ND,ND,5.12,3.65,5.65,4026836.02,1056679.4,2970156.62,4021148.89,1666523.64,,,532887.74,471546.64,1262988.26,31079.9,38271.8,17850.92,1032057.84,927038.19,,,23112.82,62083,19783.33,40.5,2989091.06,739485.45,,,509774.92,409463.64,1262988.26,31079.9,18488.47,17810.43,ND,ND,17118.35,3200.38,13917.97,11431.22,-15459.4,,,-1089.11,2326.9,26715.81,-302.83,-346.21,-413.94,-21421.19,-19799.85,,,-595.66,-503,-502.29,-20.38,32852.4,4340.45,,,-493.44,2829.9,26715.81,-302.83,156.08,-393.55,ND,ND
2019-02,5.5,5.24,10.36,15.09,16.91,,,,,ND,ND,ND,4.68,4.09,4.89,4042533.6,1060280.73,2982252.86,4006065.65,1650288.73,,,529612.28,471323.9,1268730.51,30823.55,37800.64,17486.04,1014065.08,910670.46,,,22527.33,61476,19370.01,21.28,2992000.57,739618.27,,,507084.94,409847.9,1268730.51,30823.55,18430.63,17464.77,ND,ND,15697.57,3601.33,12096.25,-15083.24,-16234.91,,,-3275.46,-222.74,5742.25,-256.35,-471.16,-364.88,-17992.75,-16367.73,,,-585.48,-607,-413.32,-19.22,2909.51,132.83,,,-2689.97,384.26,5742.25,-256.35,-57.84,-345.66,ND,ND
2019-03,ND,ND,ND,ND,ND,,,,,66.47,6.48,30865.42,2.96,-3.19,5.15,4052519.03,1057464.98,2995054.05,3999789.36,1644617.05,,,528955.72,471583.97,1269571.44,30412.86,37581.68,17066.64,1004845.77,902121.04,,,21954.09,61537,19232.45,1.18,2994943.6,742496,,,507001.63,410046.97,1269571.44,30412.86,18349.23,17065.47,1599738.62,1159570.62,9985.43,-2815.76,12801.19,-6276.28,-5671.68,,,-656.55,260.08,840.92,-410.69,-218.96,-419.4,-9219.32,-8549.41,,,-573.24,61,-137.56,-20.1,2943.03,2877.73,,,-83.32,199.08,840.92,-410.69,-81.39,-399.3,10296.15,2277.08
2019-04,ND,ND,ND,ND,ND,,,,,ND,ND,ND,4.91,7.7,3.93,4069111.45,1064251.54,3004859.91,4019568.08,1659719.85,,,530195.27,474987.28,1270367.83,29965.07,37606.06,16726.71,1014171.6,910519.78,,,22564.86,61818,19268.97,0,3005396.48,749200.07,,,507630.42,413169.28,1270367.83,29965.07,18337.09,16726.71,ND,ND,16592.43,6786.57,9805.86,19778.72,15102.81,,,1239.55,3403.31,796.4,-447.79,24.37,-339.93,9325.84,8398.74,,,610.76,281,36.52,-1.18,10452.88,6704.07,,,628.79,3122.31,796.4,-447.79,-12.14,-338.75,ND,ND
2019-05,5.35,5.36,10.63,15.13,17.14,,,,,ND,ND,ND,5.03,8.66,3.75,4086179.75,1071936.03,3014243.72,4043195.85,1677217.56,,,533113.69,473732.84,1275408.27,29584.78,37751.75,16386.96,1028886.99,923100.75,,,23179.45,63174,19432.78,0,3014308.87,754116.81,,,509934.23,410558.84,1275408.27,29584.78,18318.97,16386.96,ND,ND,17068.3,7684.49,9383.81,23627.77,17497.71,,,2918.41,-1254.44,5040.43,-380.29,145.69,-339.75,14715.39,12580.97,,,614.6,1356,163.82,0,8912.38,4916.74,,,2303.81,-2610.44,5040.43,-380.29,-18.12,-339.75,ND,ND
2019-06,ND,ND,ND,ND,ND,,,,,66.49,6.68,31170.6,2.48,-0.86,3.67,4094633.74,1071171.24,3023462.51,4051614.13,1684440.98,,,532860.66,472836.17,1278347.22,29279.2,37788.55,16061.36,1031206.49,924230.97,,,23768.9,63720,19486.62,0,3020407.65,760210.01,,,509091.76,409116.17,1278347.22,29279.2,18301.93,16061.36,1605764.59,1171452,8453.99,-764.8,9218.79,8418.28,7223.42,,,-253.03,-896.67,2938.95,-305.59,36.8,-325.6,2319.5,1130.22,,,589.44,546,53.84,0,6098.78,6093.2,,,-842.47,-1442.67,2938.95,-305.59,-17.04,-325.6,2008.66,3960.46
2019-07,ND,ND,ND,ND,ND,,,,,ND,ND,ND,6.72,11.6,4.99,4117566.83,1081526.26,3036040.58,4074241.78,1699976.63,,,535515.59,474824.88,1281404.35,29027.46,37765.67,15727.2,1041211.12,933730.49,,,23534.2,64474,19472.43,0,3033030.66,766246.14,,,511981.39,410350.88,1281404.35,29027.46,18293.25,15727.2,ND,ND,22933.09,10355.02,12578.07,22627.65,15535.65,,,2654.93,1988.71,3057.14,-251.74,-22.87,-334.16,10004.63,9499.52,,,-234.69,754,-14.19,0,12623.01,6036.13,,,2889.62,1234.71,3057.14,-251.74,-8.68,-334.16,ND,ND
2019-08,5.27,5.27,10.07,15.1,16.97,,,,,ND,ND,ND,5.26,-0.99,7.48,4135608.55,1080636.56,3054971.99,4115575.83,1713245.46,,,537459.16,482505.04,1300141.82,28730.35,38020.16,15473.85,1047322.8,940181.62,,,23272.5,64271,19597.68,0,3068253.03,773063.85,,,514186.66,418234.04,1300141.82,28730.35,18422.47,15473.85,ND,ND,18041.72,-889.7,18931.41,41334.05,13268.84,,,1943.57,7680.16,18737.47,-297.11,254.48,-253.35,6111.68,6451.13,,,-261.7,-203,125.25,0,35222.37,6817.71,,,2205.27,7883.16,18737.47,-297.11,129.23,-253.35,ND,ND
2019-09,ND,ND,ND,ND,ND,,,,,66.5,6.37,31514.06,2.59,0.21,3.44,4144551.33,1080825.99,3063725.34,4127659.8,1715950.05,,,535516.76,483612.35,1310987.57,28459.25,37981.8,15152.01,1044058.02,936769.03,,,23383.45,64389,19516.54,0,3083601.78,779181.02,,,512133.31,419223.35,1310987.57,28459.25,18465.26,15152.01,1636509.68,1189798.96,8942.78,189.43,8753.36,12083.97,2704.58,,,-1942.39,1107.32,10845.75,-271.09,-38.36,-321.83,-3264.78,-3412.59,,,110.95,118,-81.14,0,15348.75,6117.17,,,-2053.34,989.32,10845.75,-271.09,42.78,-321.83,10248.36,6115.65
